Date,Team,Player_Name,Notes,Year,Injury_Type
2011-02-02,Hawks,Etan Thomas,Placed On Il,2011,Other
2011-02-02,Jazz,Andrei Kirilenko,Sprained Left Ankle (Dnp),2011,Sprain
2011-02-02,Jazz,Deron Williams,Strained Tendon In Right Wrist (Dnp),2011,Strain
2011-02-02,Nets,Jordan Farmar,Placed On Il With Strained Lower Back,2011,Strain
2011-02-02,Nuggets,Melvin Ely,Placed On Il,2011,Other
2011-02-02,Nuggets,Renaldo Balkman,Placed On Il,2011,Other
2011-02-02,Pistons,Jason Maxiell,Sore Back (Dnp),2011,Other
2011-02-02,Pistons,Rodney Stuckey,Placed On Il With Bruised Right Shoulder,2011,Bruise
2011-02-02,Rockets,Jordan Hill,Sprained Ankle (Dnp),2011,Sprain
2011-02-02,Thunder,B.J. Mullens,Placed On Il,2011,Other
2011-02-03,Bucks,Chris Douglas-Roberts,Dnp,2011,Other
2011-02-03,Heat,Nan,Activated From Il,2011,Other
2011-02-03,Magic,Brandon Bass,Sprained Left Ankle (Dnp),2011,Sprain
2011-02-03,Raptors,Linas Kleiza,Microfracture Surgery On Right Knee To Repair Cartilage Damage (Out For Season),2011,Fracture
2011-02-03,Warriors,Acie Law,Placed On Il With Sprained Right Wrist,2011,Sprain
2011-02-04,Bobcats,Eduardo Najera,Placed On Il With Illness,2011,Other
2011-02-04,Bobcats,Nan,Activated From Il,2011,Other
2011-02-04,Celtics,Shaquille O'Neal,Sore Right Leg / Achilles Tendon (Cbc) (Dnp),2011,Other
2011-02-04,Clippers,Eric Gordon,Sprained Right Wrist (Dnp),2011,Sprain
2011-02-04,Jazz,Andrei Kirilenko,Sprained Left Ankle (Dnp),2011,Sprain
2011-02-04,Kings,Hassan Whiteside,Torn Patella Tendon In Left Knee (Out For Season),2011,Torn
2011-02-04,Kings,Jason Thompson,Sprained Right Ankle (Dnp),2011,Sprain
2011-02-04,Knicks,Andy Rautins,Placed On Il,2011,Other
2011-02-04,Magic,Brandon Bass,Sprained Left Ankle (Dnp),2011,Sprain
2011-02-04,Pistons,Jason Maxiell,Sore Back (Dnp),2011,Other
2011-02-04,Raptors,Jerryd Bayless,Sprained Right Knee (Dtd),2011,Sprain
2011-02-04,Thunder,Cole Aldrich,Placed On Il,2011,Other
2011-02-04,Timberwolves,Michael Beasley,Left Ankle Injury (Dtd),2011,Other
2011-02-05,Blazers,Dante Cunningham,Facial Injury (Dnp),2011,Other
2011-02-05,Bobcats,Dominic Mcguire,Placed On Il,2011,Other
2011-02-05,Bobcats,Nan,Activated From Il,2011,Other
2011-02-05,Bucks,Jon Brockman,Placed On Il,2011,Other
2011-02-05,Hawks,Al Horford,Placed On Il With Bruised Back,2011,Bruise
2011-02-05,Hornets,Jason Smith,Placed On Il With Illness,2011,Other
2011-02-05,Hornets,Trevor Ariza,Sprained Right Ankle (Dnp),2011,Sprain
2011-02-05,Jazz,Andrei Kirilenko,Sprained Left Ankle (Dnp),2011,Sprain
2011-02-05,Nuggets,Ty Lawson,Placed On Il With Sprained/Strained Left Knee,2011,Sprain
2011-02-05,Pistons,Jason Maxiell,Sore Back (Dnp),2011,Other
2011-02-05,Rockets,Jordan Hill,Placed On Il With Sprained Left Ankle,2011,Sprain
2011-02-05,Timberwolves,Martell Webster,Placed On Il With Back Spasms,2011,Other
2011-02-05,Warriors,Lou Amundson,Placed On Il With Back Spasms,2011,Other
2011-02-06,76Ers,Jason Kapono,Placed On Il,2011,Other
2011-02-06,76Ers,Nan,Activated From Il,2011,Other
2011-02-06,Celtics,Marquis Daniels,Bruised Spinal Cord (Out Indefinitely),2011,Bruise
2011-02-06,Celtics,Shaquille O'Neal,Sore Right Leg (Dnp),2011,Other
2011-02-06,Clippers,Eric Gordon,Sprained Right Wrist (Dnp),2011,Sprain
2011-02-06,Heat,Jamaal Magloire,Placed On Il,2011,Other
2011-02-06,Knicks,Ronny Turiaf,Placed On Il With Sprained Right Ankle,2011,Sprain
2011-02-06,Magic,Brandon Bass,Sprained Left Ankle (Dnp),2011,Sprain
2011-02-07,Bobcats,Matt Carroll,Placed On Il,2011,Other
2011-02-07,Bobcats,Nan,Activated From Il,2011,Other
2011-02-07,Celtics,Marquis Daniels,Placed On Il With Bruised Spinal Cord,2011,Bruise
2011-02-07,Celtics,Semih Erden,Strained Right Adductor (Dnp),2011,Strain
2011-02-07,Celtics,Shaquille O'Neal,Sore Right Leg (Dnp),2011,Other
2011-02-07,Hornets,Trevor Ariza,Placed On Il With Sprained Right Ankle,2011,Sprain
2011-02-07,Jazz,Francisco Elson,Left Knee Injury (Dtd),2011,Other
2011-02-07,Nuggets,Nene Hilario,Placed On Il With Illness,2011,Other
2011-02-07,Nuggets,Renaldo Balkman,Placed On Il,2011,Other
2011-02-08,Bucks,Larry Sanders,Placed On Il With Back Spasms,2011,Other
2011-02-08,Bucks,Nan,Activated From Il,2011,Other
2011-02-08,Clippers,Eric Gordon,Sprained Right Wrist (Dnp),2011,Sprain
2011-02-08,Grizzlies,Rudy Gay,Placed On Il With Sprained Right Big Toe,2011,Sprain
2011-02-08,Magic,Brandon Bass,Sprained Left Ankle (Dnp),2011,Sprain
2011-02-08,Mavericks,Dominique Jones,Stress Fracture In Fifth Metatarsal In Right Foot (Out Indefinitely),2011,Fracture
2011-02-08,Pacers,T.J. Ford,Placed On Il,2011,Other
2011-02-08,Pistons,Chris Wilcox,Sore Groin (Dnp),2011,Other
2011-02-08,Pistons,Dajuan Summers,Placed On Il,2011,Other
2011-02-08,Pistons,Richard Hamilton,Sore Groin (Dnp),2011,Other
2011-02-08,Raptors,Alex Ajinca,Sore Left Foot (Dnp),2011,Other
2011-02-08,Raptors,Jerryd Bayless,Placed On Il With Sprained Right Knee,2011,Sprain
2011-02-08,Rockets,Terrence Williams,Placed On Il,2011,Other
2011-02-08,Spurs,James Anderson,Placed On Il,2011,Other
2011-02-08,Timberwolves,Darko Milicic,Strained Left Hip Flexor (Dnp),2011,Strain
2011-02-08,Timberwolves,Michael Beasley,Sprained Left Ankle (Dnp),2011,Sprain
2011-02-09,Bobcats,Nan,Activated From Il,2011,Other
2011-02-09,Clippers,Eric Gordon,Sprained Right Wrist (Dnp),2011,Sprain
2011-02-09,Jazz,Francisco Elson,Left Knee Inflammation (Dnp),2011,Inflammation
2011-02-09,Magic,Brandon Bass,Sprained Left Ankle (Dnp),2011,Sprain
2011-02-09,Nets,Orien Greene,Placed On Il,2011,Other
2011-02-09,Nuggets,Chauncey Billups,Placed On Il With Strained Left Knee,2011,Strain
2011-02-09,Pacers,Solomon Jones,Placed On Il (P),2011,Other
2011-02-09,Pistons,Richard Hamilton,Sore Groin (Dnp),2011,Other
2011-02-09,Raptors,Solomon Alabi,Placed On Il,2011,Other
2011-02-09,Wizards,Al Thornton,Dislocated Right Middle Finger (Dnp),2011,Other
2011-02-09,Wizards,Jianlian Yi,Sprained Left Ankle (Dnp),2011,Sprain
2011-02-10,Celtics,Semih Erden,Strained Right Adductor (Dnp),2011,Strain
2011-02-10,Celtics,Shaquille O'Neal,Sore Right Leg (Dnp),2011,Other
2011-02-10,Nuggets,Melvin Ely,Placed On Il,2011,Other
2011-02-10,Nuggets,Renaldo Balkman,Placed On Il,2011,Other
2011-02-10,Nuggets,Nan,Activated From Il,2011,Other
2011-02-11,76Ers,Tony Battie,Placed On Il With Sprained Wrist,2011,Sprain
2011-02-11,76Ers,Nan,Activated From Il,2011,Other
2011-02-11,Bobcats,Sherron Collins,Placed On Il,2011,Other
2011-02-11,Bucks,Chris Douglas-Roberts,Placed On Il With Illness,2011,Other
2011-02-11,Cavaliers,Alonzo Gee,Placed On Il,2011,Other
2011-02-11,Clippers,Eric Gordon,Sprained Right Wrist (Dnp),2011,Sprain
2011-02-11,Grizzlies,Zach Randolph,Placed On Il With Sprained Right Ankle,2011,Sprain
2011-02-11,Hornets,Quincy Pondexter,Placed On Il,2011,Other
2011-02-11,Jazz,Raja Bell,Strained Left Calf (Dnp),2011,Strain
2011-02-11,Jazz,Ronnie Price,Sprained Right Big Toe (Dnp),2011,Sprain
2011-02-11,Magic,Brandon Bass,Sprained Left Ankle (Dnp),2011,Sprain
2011-02-11,Mavericks,Dominique Jones,Surgery On Right Foot To Repair Stress Fracture In Fifth Metatarsal (Out Indefinitely),2011,Fracture
2011-02-11,Pistons,Richard Hamilton,Sore Groin (Dnp),2011,Other
2011-02-11,Raptors,Alex Ajinca,Sore Left Foot (Dnp),2011,Other
2011-02-11,Raptors,Amir Johnson,Placed On Il With Sprained Right Ankle,2011,Sprain
2011-02-11,Spurs,Tiago Splitter,Strained Left Hamstring (Dnp),2011,Strain
2011-02-11,Timberwolves,Darko Milicic,Strained Left Hip Flexor (Dnp),2011,Strain
2011-02-11,Timberwolves,Michael Beasley,Sprained Left Ankle (Dnp),2011,Sprain
2011-02-11,Bucks,Larry Sanders,Back Spasms (Dnp),2011,Other
2011-02-12,Bobcats,Derrick Brown,Placed On Il,2011,Other
2011-02-12,Bobcats,Nan,Activated From Il,2011,Other
2011-02-12,Cavaliers,Anderson Varejao,Surgery On Right Ankle To Repair Torn Tendon (Date Approximate),2011,Torn
2011-02-12,Hawks,Jordan Crawford,Placed On Il,2011,Other
2011-02-12,Knicks,Amar'E Stoudemire,Placed On Il With Sprained Right Big Toe,2011,Sprain
2011-02-12,Pacers,T.J. Ford,Placed On Il,2011,Other
2011-02-12,Rockets,Jared Jeffries,Placed On Il,2011,Other
2011-02-12,Spurs,Tiago Splitter,Strained Left Hamstring (Dnp),2011,Strain
2011-02-12,Timberwolves,Darko Milicic,Strained Left Hip Flexor (Dnp),2011,Strain
2011-02-12,Timberwolves,Michael Beasley,Placed On Il With Sprained Left Ankle,2011,Sprain
2011-02-12,Wizards,Al Thornton,Placed On Il With Dislocated Right Middle Finger,2011,Other
2011-02-12,Wizards,Rashard Lewis,Placed On Il With Sore Right Knee / Right Knee Tendinitis,2011,Other
2011-02-13,Cavaliers,Joey Graham,Placed On Il,2011,Other
2011-02-13,Cavaliers,Nan,Activated From Il,2011,Other
2011-02-13,Celtics,Semih Erden,Strained Right Adductor (Dnp),2011,Strain
2011-02-13,Celtics,Shaquille O'Neal,Sore Right Leg (Dnp),2011,Other
2011-02-13,Clippers,Eric Gordon,Sprained Right Wrist (Dnp),2011,Sprain
2011-02-13,Grizzlies,Hamed Haddadi,Placed On Il,2011,Other
2011-02-13,Kings,Luther Head,Sore Right Knee (Dtd),2011,Other
2011-02-13,Pistons,Richard Hamilton,Placed On Il With Strained Groin,2011,Strain
2011-02-13,Raptors,Solomon Alabi,Placed On Il,2011,Other
2011-02-13,Warriors,Dan Gadzuric,Back Spasms (Dtd),2011,Other
2011-02-13,Wizards,Hamady N'Diaye,Placed On Il,2011,Other
2011-02-14,Bobcats,Dominic Mcguire,Placed On Il,2011,Other
2011-02-14,Bobcats,Nan,Activated From Il,2011,Other
2011-02-14,Bucks,Corey Maggette,Placed On Il Witih Back Injury,2011,Other
2011-02-14,Clippers,Eric Gordon,Fractured Right Wrist (Dnp),2011,Fracture
2011-02-14,Timberwolves,Lazar Hayward,Placed On Il,2011,Other
2011-02-15,Bobcats,Eduardo Najera,Groin Injury (Dnp),2011,Other
2011-02-15,Bobcats,Matt Carroll,Placed On Il,2011,Other
2011-02-15,Bobcats,Nan,Activated From Il,2011,Other
2011-02-15,Grizzlies,Demarre Carroll,Placed On Il,2011,Other
2011-02-15,Heat,Dexter Pittman,Surgery On Right Knee To Repair Cartilage (Out Indefinitely),2011,Surgery
2011-02-15,Jazz,Andrei Kirilenko,Sprained Right Ankle (Dnp),2011,Sprain
2011-02-15,Jazz,Raja Bell,Strained Left Calf (Dnp),2011,Strain
2011-02-15,Jazz,Ronnie Price,Sprained Right Big Toe (Dnp),2011,Sprain
2011-02-15,Kings,Tyreke Evans,Plantar Fasciitis In Right Foot (Dnp),2011,Other
2011-02-15,Suns,Garret Siler,Placed On Il,2011,Other
2011-02-16,Bucks,Ersan Ilyasova,Right Eye Contusion (Dnp),2011,Contusion
2011-02-16,Bucks,Keyon Dooling,Sore Left Knee (Dnp),2011,Other
2011-02-16,Bucks,Nan,Activated From Il,2011,Other
2011-02-16,Cavaliers,Manny Harris,Placed On Il,2011,Other
2011-02-16,Celtics,Shaquille O'Neal,Sore Right Leg (Dnp),2011,Other
2011-02-16,Clippers,Eric Gordon,Sprained Right Wrist (Dnp),2011,Sprain
2011-02-16,Clippers,Willie Warren,Placed On Il,2011,Other
2011-02-16,Grizzlies,Rudy Gay,Partially Dislocated Left Shoulder (Out Indefinitely),2011,Other
2011-02-16,Heat,Mike Miller,Placed On Il With Right Eye (P) / Head (Cbc) Injury,2011,Other
2011-02-16,Jazz,Andrei Kirilenko,Sprained Right Ankle (Dnp),2011,Sprain
2011-02-16,Jazz,Raja Bell,Strained Left Calf (Dnp),2011,Strain
2011-02-16,Jazz,Ronnie Price,Sprained Right Big Toe (Dnp),2011,Sprain
2011-02-16,Kings,Tyreke Evans,Plantar Fasciitis In Right Foot (Dnp),2011,Other
2011-02-16,Knicks,Andy Rautins,Placed On Il,2011,Other
2011-02-16,Mavericks,Dominique Jones,Placed On Il With Stress Fracture In Right Foot (Out For Season),2011,Fracture
2011-02-16,Pacers,Jeff Foster,Placed On Il With Sprained Ankle,2011,Sprain
2011-02-16,Rockets,Courtney Lee,Placed On Il With Pneumonia,2011,Other
2011-02-16,Timberwolves,Jonny Flynn,Placed On Il With Hip Injury,2011,Other
2011-02-16,Wizards,Nick Young,Placed On Il With Sore Left Knee,2011,Other
2011-02-17,Mavericks,Jose Barea,Illness (Dtd),2011,Other
2011-02-17,Spurs,Tiago Splitter,Strained Left Hamstring (Dnp),2011,Strain
2011-02-21,Bobcats,Sherron Collins,Placed On Il,2011,Other
2011-02-21,Bobcats,Nan,Activated From Il,2011,Other
2011-02-21,Celtics,Shaquille O'Neal,Placed On Il With Sore Right Leg,2011,Other
2011-02-21,Clippers,Eric Gordon,Placed On Il With Sprained Right Wrist,2011,Sprain
2011-02-21,Grizzlies,Rudy Gay,Placed On Il With Partially Dislocated Left Shoulder (Out For Season),2011,Other
2011-02-21,Kings,Tyreke Evans,Placed On Il With Plantar Fasciitis In Left Foot,2011,Other
2011-02-21,Pacers,Solomon Jones,Placed On Il,2011,Other
2011-02-21,Rockets,Terrence Williams,Placed On Il,2011,Other
2011-02-21,Thunder,D.J. White,Placed On Il,2011,Other
2011-02-21,Warriors,Jeremy Lin,Placed On Il,2011,Other
2011-02-21,Wizards,Kirk Hinrich,Placed On Il With Right Calf Injury,2011,Other
2011-02-21,Kings,Francisco Garcia,Left Calf Injury (Dnp),2011,Other
2011-02-22,Bobcats,Nan,Returned To Lineup,2011,Other
2011-02-23,76Ers,Jason Kapono,Placed On Il,2011,Other
2011-02-23,76Ers,Nan,Activated From Il,2011,Other
2011-02-23,Blazers,Sean Marks,Left Hand Injury (Dtd),2011,Other
2011-02-23,Cavaliers,Mo Williams,Placed On Il With Sprained Right Ankle,2011,Sprain
2011-02-23,Clippers,Baron Davis,Placed On Il With Sore Left/Right (Cbc) Knee,2011,Other
2011-02-23,Grizzlies,Xavier Henry,Placed On Il With Sprained Right Knee (Out For Season),2011,Sprain
2011-02-23,Jazz,Ronnie Price,Sprained Right Big Toe (Dnp),2011,Sprain
2011-02-23,Kings,Tyreke Evans,Plantar Fasciitis In Left Foot (Dnp) (P),2011,Other
2011-02-23,Knicks,Renaldo Balkman,Placed On Il,2011,Other
2011-02-23,Pacers,Mike Dunleavy Jr.,Placed On Il With Broken Right Thumb,2011,Other
2011-02-23,Raptors,Joey Dorsey,Placed On Il With Back Spasms,2011,Other
2011-02-23,Spurs,Tiago Splitter,Placed On Il Strained Left Hamstring,2011,Strain
2011-02-23,Suns,Zabian Dowdell,Illness (Dtd),2011,Other
2011-02-23,Timberwolves,Eddy Curry,Placed On Il,2011,Other
2011-02-25,Blazers,Gerald Wallace,Dnp,2011,Other
2011-02-25,Bobcats,D.J. White,Dnp,2011,Other
2011-02-25,Bobcats,Dante Cunningham,Placed On Il,2011,Other
2011-02-25,Bobcats,Joel Przybilla,Placed On Il,2011,Other
2011-02-25,Bobcats,Morris Peterson,Placed On Il,2011,Other
2011-02-25,Bobcats,Sean Marks,Placed On Il,2011,Other
2011-02-25,Bobcats,Nan,Activated From Il,2011,Other
2011-02-25,Cavaliers,Baron Davis,Placed On Il With Sore Right Knee,2011,Other
2011-02-25,Cavaliers,Luke Harangody,Placed On Il,2011,Other
2011-02-25,Cavaliers,Semih Erden,Placed On Il,2011,Other
2011-02-25,Clippers,Jamario Moon,Placed On Il,2011,Other
2011-02-25,Clippers,Mo Williams,Placed On Il,2011,Other
2011-02-25,Jazz,Ronnie Price,Placed On Il With Sprained Right Big Toe,2011,Sprain
2011-02-25,Kings,Marquis Daniels,Placed On Il With Bruised Spinal Cord (Out For Season),2011,Bruise
2011-02-25,Kings,Tyreke Evans,Placed On Il With Left Foot Injury,2011,Other
2011-02-25,Knicks,Corey Brewer,Placed On Il,2011,Other
2011-02-25,Nets,Brandan Wright,Placed On Il,2011,Other
2011-02-25,Nets,Stephen Graham,Placed On Il,2011,Other
2011-02-25,Nuggets,Kenyon Martin,Placed On Il With Flu,2011,Other
2011-02-25,Nuggets,Melvin Ely,Sprained Ankle (Dtd),2011,Sprain
2011-02-25,Spurs,Gary Neal,Concussion Symptoms (Dnp),2011,Other
2011-02-25,Suns,Aaron Brooks,Placed On Il,2011,Other
2011-02-25,Thunder,Kendrick Perkins,Placed On Il With Strained Mcl In Left Knee,2011,Strain
2011-02-25,Thunder,Nate Robinson,Placed On Il,2011,Other
2011-02-25,Thunder,Nazr Mohammed,Placed On Il,2011,Other
2011-02-25,Timberwolves,Martell Webster,Sore Back (Dnp),2011,Other
2011-02-25,Warriors,Troy Murphy,Placed On Il,2011,Other
2011-02-25,Wizards,Al Thornton,Placed On Il With Sprained Left Ankle,2011,Sprain
2011-02-25,Wizards,Andray Blatche,Placed On Il With Hip Injury,2011,Other
2011-02-25,Bobcats,Desagana Diop,Ruptured Right Achilles Tendon (Dnp),2011,Rupture
2011-02-25,Bobcats,Tyrus Thomas,Torn Meniscus In Right Knee (Dnp),2011,Torn
2011-02-25,Kings,Francisco Garcia,Strained Left Calf (Dnp),2011,Strain
2011-02-25,Warriors,Jeff Adrien,Placed On Il,2011,Other
2011-02-26,Bucks,Ersan Ilyasova,Concussion (Dnp),2011,Other
2011-02-26,Grizzlies,Ish Smith,Placed On Il,2011,Other
2011-02-26,Grizzlies,Nan,Activated From Il,2011,Other
2011-02-26,Jazz,Jeremy Evans,Placed On Il,2011,Other
2011-02-26,Kings,Francisco Garcia,Strained Left Calf (Dnp),2011,Strain
2011-02-26,Nets,Quinton Ross,Strained Lower Back (Dnp),2011,Strain
2011-02-26,Pistons,Tayshaun Prince,Back Injury / Illness (P) (Dnp),2011,Other
2011-02-26,Pistons,Tracy Mcgrady,Headache (Dnp),2011,Other
2011-02-26,Rockets,Demarre Carroll,Placed On Il,2011,Other
2011-02-27,Blazers,Nan,Activated From Il,2011,Other
2011-02-27,Bobcats,Desagana Diop,Placed On Il With Ruptured Right Achilles Tendon (Out For Season),2011,Rupture
2011-02-27,Bobcats,Tyrus Thomas,Torn Meniscus In Right Knee (Dnp),2011,Torn
2011-02-27,Cavaliers,Anderson Varejao,Placed On Il With Right Ankle Injury (Out For Season),2011,Other
2011-02-27,Cavaliers,Antawn Jamison,Broken Left Little Finger (Out Indefinitely),2011,Other
2011-02-27,Heat,Jamaal Magloire,Placed On Il,2011,Other
2011-02-27,Hornets,Didier Mbenga,Placed On Il,2011,Other
2011-02-27,Raptors,Andrea Bargnani,Flu (Dnp),2011,Other
2011-02-27,Rockets,Goran Dragic,Placed On Il With Flu,2011,Other
2011-02-27,Spurs,Gary Neal,Concussion Symptoms (Dnp),2011,Other
2011-02-27,Suns,Garret Siler,Placed On Il,2011,Other
2011-02-27,Thunder,B.J. Mullens,Placed On Il,2011,Other
2011-02-27,Timberwolves,Martell Webster,Placed On Il With Sore Back,2011,Other
2011-02-27,Warriors,Charlie Bell,Placed On Il,2011,Other
2011-02-28,Cavaliers,Antawn Jamison,Surgery To Repair Broken Left Little Finger (Out Indefinitely),2011,Surgery
2011-02-28,Celtics,Delonte West,Sprained Right Ankle (Dnp),2011,Sprain
2011-02-28,Clippers,Willie Warren,Placed On Il,2011,Other
2011-02-28,Clippers,Nan,Activated From Il,2011,Other
2011-02-28,Hawks,Kirk Hinrich,Sore Right Calf (Dnp),2011,Other
2011-02-28,Kings,Francisco Garcia,Strained Left Calf (Dnp),2011,Strain
2011-02-28,Nets,Dan Gadzuric,Placed On Il,2011,Other
2011-02-28,Nets,Jordan Farmar,Placed On Il With Sprained Left Ankle,2011,Sprain
2011-02-28,Nets,Quinton Ross,Placed On Il With Strained Lower Back,2011,Strain
2011-02-28,Nuggets,Danilo Gallinari,Placed On Il With Fractured Left Big Toe,2011,Fracture
2011-02-28,Spurs,Tony Parker,Strained Left Calf Muscle (Out Indefinitely),2011,Strain
2011-02-28,Wizards,Cartier Martin,Placed On Il,2011,Other
2011-03-01,Blazers,Rudy Fernandez,Illness / Flu (Dnp),2011,Other
2011-03-01,Bucks,Andrew Bogut,Strained Left Rib Muscle (Dnp),2011,Strain
2011-03-01,Bucks,Ersan Ilyasova,Placed On Il With Concussion,2011,Other
2011-03-01,Bucks,Luc Mbah A Moute,Flu (Dnp),2011,Other
2011-03-01,Magic,Gilbert Arenas,Sore Left Knee (Dnp),2011,Other
2011-03-01,Pistons,Tayshaun Prince,Sore Si Joint (Dnp),2011,Other
2011-03-01,Pistons,Nan,Activated From Il,2011,Other
2011-03-01,Rockets,Demarre Carroll,Placed On Il,2011,Other
2011-03-01,Spurs,Tony Parker,Placed On Il With Strained Left Calf Muscle,2011,Strain
2011-03-01,Knicks,Derrick Brown,Placed On Il,2011,Other
2011-03-02,Cavaliers,Daniel Gibson,Quadriceps Injury (Dtd),2011,Other
2011-03-02,Cavaliers,Semih Erden,Groin Injury (Dtd),2011,Other
2011-03-02,Clippers,Nan,Activated From Il,2011,Other
2011-03-02,Hawks,Josh Smith,Sprained Mcl In Right Knee (Dtd),2011,Sprain
2011-03-02,Knicks,Chauncey Billups,Placed On Il With Bruised Left Thigh,2011,Bruise
2011-03-03,Celtics,Glen Davis,Patellar Tendinitis In Left Knee (Out Indefinitely),2011,Other
2011-03-03,Jazz,Derrick Favors,Cold (Dnp),2011,Other
2011-03-03,Jazz,Ronnie Price,Placed On Il With Sprained Toe,2011,Sprain
2011-03-03,Jazz,Nan,Activated From Il,2011,Other
2011-03-03,Thunder,Nate Robinson,Arthroscopic Surgery On Right Knee (Out Indefinitely),2011,Surgery
2011-03-04,Bobcats,Tyrus Thomas,Placed On Il With Torn Meniscus In Right Knee,2011,Torn
2011-03-04,Bucks,Andrew Bogut,Placed On Il With Strained Left Rib Muscle,2011,Strain
2011-03-04,Bucks,Ersan Ilyasova,Concussion (Dnp),2011,Other
2011-03-04,Bucks,Luc Mbah A Moute,Stomach Virus (Dnp),2011,Other
2011-03-04,Bucks,Nan,Activated From Il,2011,Other
2011-03-04,Bulls,Rasual Butler,Placed On Il,2011,Other
2011-03-04,Cavaliers,Antawn Jamison,Placed On Il Recovering From Surgery To Repair Broken Left Little Finger (Out For Season),2011,Surgery
2011-03-04,Cavaliers,Daniel Gibson,Placed On Il With Quadriceps Injury,2011,Other
2011-03-04,Cavaliers,Semih Erden,Strained Right Adductor Muscle (Dnp),2011,Strain
2011-03-04,Celtics,Delonte West,Placed On Il With Sprained Right Ankle,2011,Sprain
2011-03-04,Celtics,Glen Davis,Patellar Tendinitis In Left Knee (Dnp),2011,Other
2011-03-04,Hornets,Trevor Ariza,Strained Abductor Muscle (Dnp),2011,Strain
2011-03-04,Knicks,Ronny Turiaf,Placed On Il With Sore Left Knee,2011,Other
2011-03-04,Lakers,Devin Ebanks,Placed On Il With Shin Injury (Out For Season),2011,Other
2011-03-04,Mavericks,Tyson Chandler,Placed On Il With Sprained Right Ankle,2011,Sprain
